batter,bowler,innings,overs,ballnumber,isWicketDelivery,batsman_run,team,avg_runs_per_ball
AM Rahane,B Kumar,1,2,1,0,0,CSK,0.92303433
AM Rahane,B Kumar,1,2,2,0,0,CSK,0.92303433
AM Rahane,B Kumar,1,2,3,0,0,CSK,0.92303433
AM Rahane,M Jansen,1,3,6,0,0,CSK,1.166666667
AM Rahane,B Kumar,1,2,4,0,1,CSK,0.92303433
AM Rahane,M Jansen,1,3,1,0,1,CSK,1.166666667
AM Rahane,T Natarajan,1,4,6,0,1,CSK,1.268656716
AM Rahane,M Jansen,1,5,3,0,1,CSK,1.166666667
AM Rahane,M Jansen,1,5,6,0,1,CSK,1.166666667
AM Rahane,M Jansen,1,5,2,0,2,CSK,1.166666667
AM Rahane,M Jansen,1,5,1,0,6,CSK,1.166666667
AM Rahane,L Balaji,2,0,1,0,0,CSK,1.053078556
AM Rahane,L Balaji,2,0,2,0,0,CSK,1.053078556
AM Rahane,L Balaji,2,0,3,0,0,CSK,1.053078556
AM Rahane,L Balaji,2,0,5,0,0,CSK,1.053078556
AM Rahane,BE Hendricks,2,1,3,0,0,CSK,1.5625
AM Rahane,JP Duminy,1,0,1,0,0,CSK,1.174698795
AM Rahane,JP Duminy,1,0,5,0,0,CSK,1.174698795
AM Rahane,R Shukla,1,1,1,0,0,CSK,1.327272727
AM Rahane,R Shukla,1,1,3,0,0,CSK,1.327272727
AM Rahane,R Shukla,1,1,4,0,0,CSK,1.327272727
AM Rahane,R Shukla,1,1,5,0,0,CSK,1.327272727
AM Rahane,S Kaul,1,2,6,0,0,CSK,1.446327684
AM Rahane,R Shukla,1,3,5,0,0,CSK,1.327272727
AM Rahane,R Shukla,1,3,6,0,0,CSK,1.327272727
AM Rahane,S Nadeem,1,5,1,0,0,CSK,1.290322581
AM Rahane,JA Morkel,2,0,1,0,0,CSK,1.282998944
AM Rahane,JA Morkel,2,0,2,0,0,CSK,1.282998944
AM Rahane,JA Morkel,2,0,3,0,0,CSK,1.282998944
AM Rahane,JA Morkel,2,0,5,0,0,CSK,1.282998944
AM Rahane,AB Dinda,2,3,2,0,0,CSK,1.095906433
AM Rahane,AB Dinda,2,3,3,0,0,CSK,1.095906433
AM Rahane,AB Dinda,2,3,4,0,0,CSK,1.095906433
AM Rahane,AB Dinda,2,3,5,0,0,CSK,1.095906433
AM Rahane,B Kumar,2,0,1,0,0,CSK,0.92303433
AM Rahane,B Kumar,2,0,2,0,0,CSK,0.92303433
AM Rahane,B Kumar,2,0,3,1,0,CSK,0.92303433
AM Rahane,R Vinay Kumar,1,0,2,0,0,CSK,1.158441558
AM Rahane,UT Yadav,1,1,1,0,0,CSK,1.157854985
AM Rahane,UT Yadav,1,1,2,0,0,CSK,1.157854985
AM Rahane,UT Yadav,1,1,5,0,0,CSK,1.157854985
AM Rahane,R Vinay Kumar,1,2,4,0,0,CSK,1.158441558
AM Rahane,R Vinay Kumar,1,2,5,0,0,CSK,1.158441558
AM Rahane,UT Yadav,1,3,1,0,0,CSK,1.157854985
AM Rahane,UT Yadav,1,3,2,0,0,CSK,1.157854985
AM Rahane,SP Narine,1,5,5,0,0,CSK,1.044340723
AM Rahane,S Nadeem,2,0,5,0,0,CSK,1.290322581
AM Rahane,Mohammed Shami,2,1,2,0,0,CSK,1.146297948
AM Rahane,WD Parnell,2,2,1,0,0,CSK,0.996539792
AM Rahane,WD Parnell,2,2,5,1,0,CSK,0.996539792
AM Rahane,R Vinay Kumar,1,0,3,0,0,CSK,1.158441558
AM Rahane,M Morkel,1,1,5,0,0,CSK,1.055323591
AM Rahane,M Morkel,1,1,6,0,0,CSK,1.055323591
AM Rahane,M Morkel,1,1,7,0,0,CSK,1.055323591
AM Rahane,M Morkel,1,1,8,0,0,CSK,1.055323591
AM Rahane,MA Starc,2,0,1,0,0,CSK,0.996794872
AM Rahane,MA Starc,2,0,3,0,0,CSK,0.996794872
AM Rahane,MA Starc,2,0,5,0,0,CSK,0.996794872
AM Rahane,MA Starc,2,0,6,0,0,CSK,0.996794872
AM Rahane,MA Starc,2,2,2,0,0,CSK,0.996794872
AM Rahane,MA Starc,2,2,3,0,0,CSK,0.996794872
AM Rahane,R Rampaul,2,3,1,0,0,CSK,0.945783133
AM Rahane,R Rampaul,2,3,2,0,0,CSK,0.945783133
AM Rahane,R Rampaul,2,3,6,0,0,CSK,0.945783133
AM Rahane,MA Starc,2,4,2,0,0,CSK,0.996794872
AM Rahane,MA Starc,2,4,3,1,0,CSK,0.996794872
AM Rahane,L Balaji,2,0,6,0,1,CSK,1.053078556
AM Rahane,BE Hendricks,2,1,1,0,1,CSK,1.5625
AM Rahane,L Balaji,2,2,1,0,1,CSK,1.053078556
AM Rahane,JP Duminy,1,0,3,0,1,CSK,1.174698795
AM Rahane,JP Duminy,1,0,6,0,1,CSK,1.174698795
AM Rahane,R Shukla,1,3,2,0,1,CSK,1.327272727
AM Rahane,S Kaul,1,4,5,0,1,CSK,1.446327684
AM Rahane,S Nadeem,1,5,2,0,1,CSK,1.290322581
AM Rahane,MA Starc,2,1,4,0,1,CSK,0.996794872
AM Rahane,JA Morkel,2,2,2,0,1,CSK,1.282998944
AM Rahane,AB Dinda,2,3,6,0,1,CSK,1.095906433
AM Rahane,VR Aaron,2,4,1,0,1,CSK,1.294840295
AM Rahane,VR Aaron,2,4,5,0,1,CSK,1.294840295
AM Rahane,AB Dinda,2,5,1,0,1,CSK,1.095906433
AM Rahane,AB Dinda,2,5,4,0,1,CSK,1.095906433
AM Rahane,R Vinay Kumar,1,0,3,0,1,CSK,1.158441558
AM Rahane,UT Yadav,1,1,6,0,1,CSK,1.157854985
AM Rahane,R Vinay Kumar,1,2,6,0,1,CSK,1.158441558
AM Rahane,UT Yadav,1,3,5,0,1,CSK,1.157854985
AM Rahane,Shakib Al Hasan,1,4,6,0,1,CSK,1.221978022
AM Rahane,SP Narine,1,5,1,0,1,CSK,1.044340723
AM Rahane,S Nadeem,2,0,1,0,1,CSK,1.290322581
AM Rahane,S Nadeem,2,0,3,0,1,CSK,1.290322581
AM Rahane,S Nadeem,2,0,6,0,1,CSK,1.290322581
AM Rahane,Mohammed Shami,2,1,3,0,1,CSK,1.146297948
AM Rahane,R Vinay Kumar,1,0,4,0,1,CSK,1.158441558
AM Rahane,R Rampaul,2,1,4,0,1,CSK,0.945783133
AM Rahane,MA Starc,2,2,5,0,1,CSK,0.996794872
AM Rahane,R Rampaul,2,3,4,0,1,CSK,0.945783133
AM Rahane,JA Morkel,2,0,6,0,2,CSK,1.282998944
AM Rahane,R Vinay Kumar,1,2,1,0,2,CSK,1.158441558
AM Rahane,R Vinay Kumar,1,2,2,0,2,CSK,1.158441558
AM Rahane,R Vinay Kumar,1,2,3,0,2,CSK,1.158441558
AM Rahane,R Vinay Kumar,1,0,1,0,2,CSK,1.158441558
AM Rahane,MA Starc,2,0,7,0,2,CSK,0.996794872
AM Rahane,R Rampaul,2,3,3,0,2,CSK,0.945783133
AM Rahane,BE Hendricks,2,1,4,0,3,CSK,1.5625
AM Rahane,M Morkel,1,1,1,0,3,CSK,1.055323591
AM Rahane,L Balaji,2,0,4,0,4,CSK,1.053078556
AM Rahane,JP Duminy,1,0,2,0,4,CSK,1.174698795
AM Rahane,R Shukla,1,1,2,0,4,CSK,1.327272727
AM Rahane,R Shukla,1,1,6,0,4,CSK,1.327272727
AM Rahane,R Shukla,1,3,4,0,4,CSK,1.327272727
AM Rahane,JA Morkel,2,0,4,0,4,CSK,1.282998944
AM Rahane,JA Morkel,2,2,1,0,4,CSK,1.282998944
AM Rahane,VR Aaron,2,4,4,0,4,CSK,1.294840295
AM Rahane,R Vinay Kumar,1,0,1,0,4,CSK,1.158441558
AM Rahane,UT Yadav,1,3,3,0,4,CSK,1.157854985
AM Rahane,SP Narine,1,5,6,0,4,CSK,1.044340723
AM Rahane,Mohammed Shami,2,1,1,0,4,CSK,1.146297948
AM Rahane,WD Parnell,2,2,4,0,4,CSK,0.996539792
AM Rahane,R Vinay Kumar,1,0,2,0,4,CSK,1.158441558
AM Rahane,MA Starc,2,0,2,0,4,CSK,0.996794872
AM Rahane,MA Starc,2,0,4,0,4,CSK,0.996794872
AM Rahane,MA Starc,2,2,1,0,4,CSK,0.996794872
AM Rahane,MA Starc,2,2,4,0,4,CSK,0.996794872
AM Rahane,UT Yadav,1,3,4,0,6,CSK,1.157854985
AM Rahane,SL Malinga,2,2,1,0,0,CSK,0.943298969
AM Rahane,SL Malinga,2,2,2,0,0,CSK,0.943298969
AM Rahane,SL Malinga,2,2,3,0,0,CSK,0.943298969
AM Rahane,MM Patel,2,3,1,0,0,CSK,1.113432836
AM Rahane,MM Patel,2,3,3,0,0,CSK,1.113432836
AM Rahane,MM Patel,2,3,5,0,0,CSK,1.113432836
AM Rahane,PP Ojha,2,5,2,0,0,CSK,1.29218107
AM Rahane,MM Patel,2,1,6,0,1,CSK,1.113432836
AM Rahane,SL Malinga,2,2,5,0,1,CSK,0.943298969
AM Rahane,MM Patel,2,3,6,0,1,CSK,1.113432836
AM Rahane,JEC Franklin,2,4,1,0,1,CSK,1.333333333
AM Rahane,JEC Franklin,2,4,4,0,1,CSK,1.333333333
AM Rahane,PP Ojha,2,5,3,0,1,CSK,1.29218107
AM Rahane,SL Malinga,2,2,4,0,2,CSK,0.943298969
AM Rahane,MM Patel,2,3,2,0,4,CSK,1.113432836
AM Rahane,MM Patel,2,3,4,0,6,CSK,1.113432836
AM Rahane,CH Morris,1,4,4,0,0,CSK,1.145048815
AM Rahane,CH Morris,1,4,7,0,0,CSK,1.145048815
AM Rahane,JD Unadkat,1,5,4,0,0,CSK,1.203910615
AM Rahane,JD Unadkat,1,5,5,1,0,CSK,1.203910615
AM Rahane,CH Morris,1,4,2,0,1,CSK,1.145048815
AM Rahane,CH Morris,1,4,1,0,2,CSK,1.145048815
AM Rahane,KK Ahmed,2,4,1,0,0,CSK,1.267676768
AM Rahane,KK Ahmed,2,4,2,0,0,CSK,1.267676768
AM Rahane,KK Ahmed,2,4,3,0,0,CSK,1.267676768
AM Rahane,KK Ahmed,2,4,4,1,0,CSK,1.267676768
AM Rahane,Akash Deep,1,3,5,0,0,CSK,1.387096774
AM Rahane,Mohammed Siraj,1,4,3,0,0,CSK,1.327922078
AM Rahane,Mohammed Siraj,1,4,6,1,0,CSK,1.327922078
AM Rahane,SN Thakur,2,3,2,0,1,CSK,1.34501845
AM Rahane,SN Thakur,2,3,5,0,1,CSK,1.34501845
AM Rahane,Akash Deep,1,3,4,0,2,CSK,1.387096774
AM Rahane,SN Thakur,2,3,4,0,4,CSK,1.34501845
AM Rahane,Akash Deep,1,3,6,0,4,CSK,1.387096774
AM Rahane,B Kumar,1,0,2,0,0,CSK,0.92303433
AM Rahane,B Kumar,1,0,3,0,0,CSK,0.92303433
AM Rahane,B Kumar,1,0,4,0,0,CSK,0.92303433
AM Rahane,B Kumar,1,0,5,0,0,CSK,0.92303433
AM Rahane,M Jansen,1,1,4,0,0,CSK,1.166666667
AM Rahane,DR Sams,1,2,1,0,0,CSK,1.026041667
AM Rahane,DR Sams,1,2,6,0,0,CSK,1.026041667
AM Rahane,JJ Bumrah,1,3,2,0,0,CSK,1.032291667
AM Rahane,RP Meredith,1,4,1,0,0,CSK,1.204545455
AM Rahane,RP Meredith,1,4,7,0,0,CSK,1.204545455
AM Rahane,Mustafizur Rahman,2,0,1,0,0,CSK,1.042492918
AM Rahane,Mustafizur Rahman,2,0,2,0,0,CSK,1.042492918
AM Rahane,Mustafizur Rahman,2,0,3,0,0,CSK,1.042492918
AM Rahane,Mustafizur Rahman,2,0,4,0,0,CSK,1.042492918
AM Rahane,SN Thakur,2,1,6,0,0,CSK,1.34501845
AM Rahane,Basil Thampi,2,0,1,0,0,CSK,1.48502994
AM Rahane,DR Sams,2,1,4,0,0,CSK,1.026041667
AM Rahane,JJ Bumrah,2,3,4,0,0,CSK,1.032291667
AM Rahane,JJ Bumrah,2,3,5,0,0,CSK,1.032291667
AM Rahane,TS Mills,2,4,1,1,0,CSK,1.179487179
AM Rahane,Arshdeep Singh,2,0,1,0,0,CSK,1.158469945
AM Rahane,Arshdeep Singh,2,0,3,0,0,CSK,1.158469945
AM Rahane,Arshdeep Singh,2,0,5,0,0,CSK,1.158469945
AM Rahane,Arshdeep Singh,2,0,6,0,0,CSK,1.158469945
AM Rahane,K Rabada,2,1,2,0,0,CSK,1.228476821
AM Rahane,K Rabada,2,1,4,0,0,CSK,1.228476821
AM Rahane,K Rabada,2,1,5,0,0,CSK,1.228476821
AM Rahane,K Rabada,2,1,6,0,0,CSK,1.228476821
AM Rahane,K Rabada,2,1,7,1,0,CSK,1.228476821
AM Rahane,DJ Willey,1,0,5,0,0,CSK,1.154761905
AM Rahane,DJ Willey,1,0,6,0,0,CSK,1.154761905
AM Rahane,TU Deshpande,2,0,1,0,0,CSK,1.470588235
AM Rahane,TU Deshpande,2,0,2,0,0,CSK,1.470588235
AM Rahane,TU Deshpande,2,0,3,0,0,CSK,1.470588235
AM Rahane,TU Deshpande,2,0,6,0,0,CSK,1.470588235
AM Rahane,TU Deshpande,2,2,1,0,0,CSK,1.470588235
AM Rahane,TU Deshpande,2,2,2,0,0,CSK,1.470588235
AM Rahane,AF Milne,2,3,1,0,0,CSK,1.425742574
AM Rahane,AF Milne,2,3,2,0,0,CSK,1.425742574
AM Rahane,AF Milne,2,3,3,0,0,CSK,1.425742574
AM Rahane,AF Milne,2,3,5,0,0,CSK,1.425742574
AM Rahane,TU Deshpande,2,4,4,0,0,CSK,1.470588235
AM Rahane,MJ Santner,2,5,5,0,0,CSK,1.234567901
AM Rahane,MJ Santner,2,5,6,0,0,CSK,1.234567901
AM Rahane,M Jansen,1,1,5,0,1,CSK,1.166666667
AM Rahane,DR Sams,1,0,6,0,1,CSK,1.026041667
AM Rahane,M Ashwin,1,1,1,0,1,CSK,1.414893617
AM Rahane,DR Sams,1,2,2,0,1,CSK,1.026041667
AM Rahane,DR Sams,1,2,7,0,1,CSK,1.026041667
AM Rahane,JJ Bumrah,1,3,3,0,1,CSK,1.032291667
AM Rahane,Mustafizur Rahman,2,0,5,0,1,CSK,1.042492918
AM Rahane,KK Ahmed,2,2,1,0,1,CSK,1.267676768
AM Rahane,Basil Thampi,2,0,2,0,1,CSK,1.48502994
AM Rahane,Basil Thampi,2,0,4,0,1,CSK,1.48502994
AM Rahane,DR Sams,2,1,1,0,1,CSK,1.026041667
AM Rahane,DR Sams,2,1,5,0,1,CSK,1.026041667
AM Rahane,JJ Bumrah,2,3,6,0,1,CSK,1.032291667
AM Rahane,DJ Willey,1,0,1,0,1,CSK,1.154761905
AM Rahane,DJ Willey,1,2,1,0,1,CSK,1.154761905
AM Rahane,DJ Willey,1,2,4,0,1,CSK,1.154761905
AM Rahane,TU Deshpande,2,2,3,0,1,CSK,1.470588235
AM Rahane,TU Deshpande,2,4,6,0,1,CSK,1.470588235
AM Rahane,MJ Santner,2,5,2,0,1,CSK,1.234567901
AM Rahane,DR Sams,2,1,3,0,2,CSK,1.026041667
AM Rahane,TU Deshpande,2,0,4,0,2,CSK,1.470588235
AM Rahane,JJ Bumrah,1,3,1,0,4,CSK,1.032291667
AM Rahane,Arshdeep Singh,2,0,2,0,4,CSK,1.158469945
AM Rahane,Arshdeep Singh,2,0,4,0,4,CSK,1.158469945
AM Rahane,K Rabada,2,1,3,0,4,CSK,1.228476821
AM Rahane,TU Deshpande,2,0,5,0,4,CSK,1.470588235
AM Rahane,AF Milne,2,3,4,0,4,CSK,1.425742574
AM Rahane,TU Deshpande,2,4,5,0,4,CSK,1.470588235
AM Rahane,MJ Santner,2,5,1,0,4,CSK,1.234567901
AM Rahane,M Jansen,1,1,3,0,6,CSK,1.166666667
AM Rahane,AF Milne,2,3,6,0,6,CSK,1.425742574
AM Rahane,BW Hilfenhaus,2,0,7,0,0,CSK,0.920634921
AM Rahane,AR Patel,1,0,4,0,0,CSK,1.194954128
AM Rahane,MG Johnson,1,1,1,0,0,CSK,1.188736682
AM Rahane,P Awana,1,2,1,0,0,CSK,1.27173913
AM Rahane,AR Patel,1,0,6,0,1,CSK,1.194954128
AM Rahane,P Awana,1,2,2,0,1,CSK,1.27173913
AM Rahane,MG Johnson,1,1,3,0,3,CSK,1.188736682
AM Rahane,BW Hilfenhaus,2,0,6,0,4,CSK,0.920634921
AM Rahane,AR Patel,1,0,5,0,4,CSK,1.194954128
AM Rahane,MG Johnson,1,1,2,0,4,CSK,1.188736682
AM Rahane,B Lee,2,2,6,0,0,CSK,1.067193676
AM Rahane,B Lee,2,2,7,0,0,CSK,1.067193676
AM Rahane,IK Pathan,2,3,3,0,0,CSK,1.077244259
AM Rahane,PP Chawla,2,5,5,1,0,CSK,1.210958904
AM Rahane,IK Pathan,2,3,4,0,1,CSK,1.077244259
AM Rahane,KW Richardson,2,3,1,0,0,CSK,1.068965517
AM Rahane,KW Richardson,2,3,3,0,0,CSK,1.068965517
AM Rahane,HV Patel,2,4,7,0,0,CSK,1.32885906
AM Rahane,KW Richardson,2,3,4,0,1,CSK,1.068965517
AM Rahane,HV Patel,2,4,1,0,1,CSK,1.32885906
AM Rahane,HV Patel,2,4,5,0,1,CSK,1.32885906
AM Rahane,SR Watson,2,5,3,0,1,CSK,1.087155963
AM Rahane,SR Watson,2,5,6,0,1,CSK,1.087155963
AM Rahane,KW Richardson,2,3,2,0,4,CSK,1.068965517
AM Rahane,R Dhawan,1,1,1,0,0,CSK,1.152380952
AM Rahane,R Dhawan,1,1,2,0,0,CSK,1.152380952
AM Rahane,R Dhawan,1,1,5,0,0,CSK,1.152380952
AM Rahane,MG Johnson,1,4,2,0,0,CSK,1.188736682
AM Rahane,MG Johnson,1,4,3,0,0,CSK,1.188736682
AM Rahane,MG Johnson,1,4,5,0,0,CSK,1.188736682
AM Rahane,MG Johnson,1,4,6,0,0,CSK,1.188736682
AM Rahane,I Sharma,2,1,1,0,0,CSK,1.081368821
AM Rahane,DW Steyn,2,0,2,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,0,3,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,0,4,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,2,2,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,2,3,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,2,4,0,0,CSK,0.946443515
AM Rahane,I Sharma,2,3,1,0,0,CSK,1.081368821
AM Rahane,I Sharma,2,3,2,0,0,CSK,1.081368821
AM Rahane,I Sharma,2,5,1,0,0,CSK,1.081368821
AM Rahane,I Sharma,2,5,2,0,0,CSK,1.081368821
AM Rahane,I Sharma,2,5,3,0,0,CSK,1.081368821
AM Rahane,JO Holder,2,1,1,0,0,CSK,1.345345345
AM Rahane,JO Holder,2,1,2,0,0,CSK,1.345345345
AM Rahane,JO Holder,2,1,3,0,0,CSK,1.345345345
AM Rahane,MM Sharma,2,2,2,0,0,CSK,1.285714286
AM Rahane,MM Sharma,2,2,3,0,0,CSK,1.285714286
AM Rahane,JO Holder,2,3,1,1,0,CSK,1.345345345
AM Rahane,UT Yadav,2,1,1,0,0,CSK,1.157854985
AM Rahane,UT Yadav,2,1,2,0,0,CSK,1.157854985
AM Rahane,S Kaul,2,2,6,0,0,CSK,1.446327684
AM Rahane,M Morkel,2,4,1,0,0,CSK,1.055323591
AM Rahane,M Morkel,2,4,4,0,0,CSK,1.055323591
AM Rahane,AB Agarkar,2,5,1,0,0,CSK,1.391752577
AM Rahane,K Upadhyay,2,1,1,0,0,CSK,1.567567568
AM Rahane,K Upadhyay,2,3,1,0,0,CSK,1.567567568
AM Rahane,WD Parnell,2,4,1,0,0,CSK,0.996539792
AM Rahane,WD Parnell,2,4,2,0,0,CSK,0.996539792
AM Rahane,K Upadhyay,2,5,2,0,0,CSK,1.567567568
AM Rahane,K Upadhyay,2,5,3,0,0,CSK,1.567567568
AM Rahane,R Rampaul,2,2,1,0,0,CSK,0.945783133
AM Rahane,R Rampaul,2,2,2,0,0,CSK,0.945783133
AM Rahane,R Rampaul,2,2,3,0,0,CSK,0.945783133
AM Rahane,R Rampaul,2,2,4,0,0,CSK,0.945783133
AM Rahane,R Rampaul,2,2,5,1,0,CSK,0.945783133
AM Rahane,DW Steyn,2,0,3,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,0,4,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,0,5,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,0,6,0,0,CSK,0.946443515
AM Rahane,I Sharma,2,1,2,0,0,CSK,1.081368821
AM Rahane,DW Steyn,2,2,1,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,2,2,0,0,CSK,0.946443515
AM Rahane,DW Steyn,2,2,3,1,0,CSK,0.946443515
AM Rahane,RP Singh,1,3,1,0,0,CSK,1.069811321
AM Rahane,RP Singh,1,3,2,0,0,CSK,1.069811321
AM Rahane,RP Singh,1,3,4,0,0,CSK,1.069811321
AM Rahane,RP Singh,1,3,5,0,0,CSK,1.069811321
AM Rahane,RP Singh,1,3,6,0,0,CSK,1.069811321
AM Rahane,JD Unadkat,1,5,2,1,0,CSK,1.203910615
AM Rahane,AB Dinda,1,1,6,0,0,CSK,1.095906433
AM Rahane,B Kumar,1,2,7,0,0,CSK,0.92303433
AM Rahane,AB Dinda,1,4,2,0,0,CSK,1.095906433
AM Rahane,R Sharma,1,5,3,0,0,CSK,1.1
AM Rahane,Mohammed Shami,1,3,1,0,0,CSK,1.146297948
AM Rahane,Mohammed Shami,1,3,4,0,0,CSK,1.146297948
AM Rahane,Mohammed Shami,1,3,5,0,0,CSK,1.146297948
AM Rahane,Mohammed Shami,1,3,6,0,0,CSK,1.146297948
AM Rahane,AD Russell,1,5,1,0,0,CSK,1.226315789
AM Rahane,RP Singh,1,0,2,0,0,CSK,1.069811321
AM Rahane,RP Singh,1,0,3,0,0,CSK,1.069811321
AM Rahane,DS Kulkarni,1,1,1,0,0,CSK,1.183908046
AM Rahane,DS Kulkarni,1,1,2,0,0,CSK,1.183908046
AM Rahane,JP Duminy,1,0,2,0,0,CSK,1.174698795
AM Rahane,JP Duminy,1,0,3,0,0,CSK,1.174698795
AM Rahane,JP Duminy,1,0,4,0,0,CSK,1.174698795
AM Rahane,DW Steyn,1,1,3,1,0,CSK,0.946443515
AM Rahane,M Kartik,1,0,3,0,0,CSK,1.092391304
AM Rahane,M Kartik,1,0,4,0,0,CSK,1.092391304
AM Rahane,M Kartik,1,0,5,0,0,CSK,1.092391304
AM Rahane,A Nehra,1,1,6,0,0,CSK,1.1688771
AM Rahane,R Sharma,1,3,1,0,0,CSK,1.1
AM Rahane,BW Hilfenhaus,1,1,1,0,0,CSK,0.920634921
AM Rahane,BW Hilfenhaus,1,1,2,0,0,CSK,0.920634921
AM Rahane,B Kumar,2,1,1,0,0,CSK,0.92303433
AM Rahane,B Kumar,2,1,2,0,0,CSK,0.92303433
AM Rahane,B Kumar,2,1,3,1,0,CSK,0.92303433
AM Rahane,P Kumar,1,0,3,0,0,CSK,1.007308161
AM Rahane,P Kumar,1,0,4,0,0,CSK,1.007308161
AM Rahane,P Kumar,1,0,5,0,0,CSK,1.007308161
AM Rahane,P Kumar,1,0,6,0,0,CSK,1.007308161
AM Rahane,RJ Harris,1,1,2,1,0,CSK,0.962138085
AM Rahane,IK Pathan,1,0,3,0,0,CSK,1.077244259
AM Rahane,IK Pathan,1,0,5,0,0,CSK,1.077244259
AM Rahane,IK Pathan,1,0,6,0,0,CSK,1.077244259
AM Rahane,UT Yadav,1,1,2,0,0,CSK,1.157854985
AM Rahane,UT Yadav,1,1,4,0,0,CSK,1.157854985
AM Rahane,M Morkel,1,3,4,0,0,CSK,1.055323591
AM Rahane,M Morkel,1,5,3,0,0,CSK,1.055323591
AM Rahane,M Morkel,1,5,4,0,0,CSK,1.055323591
AM Rahane,M Morkel,1,5,5,0,0,CSK,1.055323591
AM Rahane,IK Pathan,2,0,3,0,0,CSK,1.077244259
AM Rahane,IK Pathan,2,0,4,0,0,CSK,1.077244259
AM Rahane,S Nadeem,2,1,1,0,0,CSK,1.290322581
AM Rahane,S Nadeem,2,1,2,0,0,CSK,1.290322581
AM Rahane,M Morkel,2,3,3,0,0,CSK,1.055323591
AM Rahane,M Morkel,2,3,4,0,0,CSK,1.055323591
AM Rahane,M Morkel,2,3,5,0,0,CSK,1.055323591
AM Rahane,M Morkel,2,3,6,0,0,CSK,1.055323591
AM Rahane,M Morkel,2,5,3,0,0,CSK,1.055323591
AM Rahane,M Morkel,2,5,4,0,0,CSK,1.055323591
AM Rahane,Z Khan,2,0,6,0,0,CSK,1.031203566
AM Rahane,Z Khan,2,0,7,0,0,CSK,1.031203566
AM Rahane,Z Khan,2,2,2,0,0,CSK,1.031203566
AM Rahane,R Vinay Kumar,2,3,2,0,0,CSK,1.158441558
AM Rahane,DL Vettori,2,4,1,0,0,CSK,1.054945055
AM Rahane,DL Vettori,2,4,2,0,0,CSK,1.054945055
AM Rahane,R Vinay Kumar,2,5,5,0,0,CSK,1.158441558
AM Rahane,R Vinay Kumar,2,5,6,0,0,CSK,1.158441558
AM Rahane,DE Bollinger,1,1,3,0,0,CSK,1.076696165
AM Rahane,DE Bollinger,1,1,7,0,0,CSK,1.076696165
AM Rahane,R Ashwin,1,4,1,0,0,CSK,1.034958602
AM Rahane,R Ashwin,1,4,4,1,0,CSK,1.034958602
AM Rahane,Ankit Sharma,2,0,4,0,0,CSK,1.02739726
AM Rahane,Ankit Sharma,2,2,4,0,0,CSK,1.02739726
AM Rahane,Anand Rajan,2,4,7,0,0,CSK,0.934782609
AM Rahane,S Aravind,1,1,2,0,0,CSK,1.167420814
AM Rahane,S Aravind,1,1,3,0,0,CSK,1.167420814
AM Rahane,Z Khan,1,2,1,0,0,CSK,1.031203566
AM Rahane,Z Khan,1,2,2,0,0,CSK,1.031203566
AM Rahane,Z Khan,1,2,3,0,0,CSK,1.031203566
AM Rahane,Z Khan,1,2,4,0,0,CSK,1.031203566
AM Rahane,Z Khan,1,2,5,0,0,CSK,1.031203566
AM Rahane,Z Khan,1,2,6,0,0,CSK,1.031203566
AM Rahane,S Aravind,1,3,6,0,0,CSK,1.167420814
AM Rahane,JH Kallis,1,1,1,0,0,CSK,1.134579439
AM Rahane,L Balaji,1,2,1,0,0,CSK,1.053078556
AM Rahane,L Balaji,1,2,2,0,0,CSK,1.053078556
AM Rahane,JH Kallis,1,3,1,0,0,CSK,1.134579439
AM Rahane,SP Narine,1,4,6,0,0,CSK,1.044340723
AM Rahane,SL Malinga,2,0,4,0,0,CSK,0.943298969
AM Rahane,SL Malinga,2,0,5,0,0,CSK,0.943298969
AM Rahane,SL Malinga,2,0,6,0,0,CSK,0.943298969
AM Rahane,B Lee,1,0,3,0,0,CSK,1.067193676
AM Rahane,B Lee,1,0,4,0,0,CSK,1.067193676
AM Rahane,B Lee,1,0,5,0,0,CSK,1.067193676
AM Rahane,B Lee,1,0,6,0,0,CSK,1.067193676
AM Rahane,P Kumar,1,0,3,0,0,CSK,1.007308161
AM Rahane,P Kumar,1,0,4,0,0,CSK,1.007308161
AM Rahane,P Kumar,1,0,5,0,0,CSK,1.007308161
AM Rahane,JP Faulkner,1,1,1,0,0,CSK,1.219895288
AM Rahane,P Kumar,1,2,1,0,0,CSK,1.007308161
AM Rahane,P Kumar,1,2,5,0,0,CSK,1.007308161
AM Rahane,JP Faulkner,1,3,4,0,0,CSK,1.219895288
AM Rahane,JP Faulkner,1,3,6,0,0,CSK,1.219895288
AM Rahane,JP Faulkner,1,3,7,0,0,CSK,1.219895288
AM Rahane,PP Chawla,1,4,3,0,0,CSK,1.210958904
AM Rahane,PP Chawla,1,4,4,0,0,CSK,1.210958904
