batter,bowler,innings,overs,ballnumber,isWicketDelivery,team,batter_avg_wic_per_ball
RV Uthappa,A Nortje,1,4,5,0,DC,0.03830288745
V Kohli,A Nortje,2,5,6,0,DC,0.03296119086
RV Uthappa,A Nortje,1,4,6,0,DC,0.03830288745
Shubman Gill,A Nortje,2,3,5,0,DC,0.03195739015
Shubman Gill,A Nortje,2,3,6,0,DC,0.03195739015
Shubman Gill,A Nortje,1,1,5,1,DC,0.03195739015
RA Tripathi,A Nortje,1,1,6,0,DC,0.0406360424
RA Tripathi,A Nortje,1,5,4,1,DC,0.0406360424
KD Karthik,A Nortje,1,5,5,0,DC,0.02415458937
Shubman Gill,A Nortje,2,1,5,0,DC,0.03195739015
Shubman Gill,A Nortje,2,3,2,0,DC,0.03195739015
Shubman Gill,A Nortje,1,1,3,0,DC,0.03195739015
RA Tripathi,A Nortje,1,5,2,0,DC,0.0406360424
KD Karthik,A Nortje,1,5,6,0,DC,0.02415458937
Shubman Gill,A Nortje,2,3,1,0,DC,0.03195739015
RA Tripathi,A Nortje,1,5,1,0,DC,0.0406360424
Shubman Gill,A Nortje,2,3,4,0,DC,0.03195739015
SR Watson,A Nortje,2,2,1,0,DC,0.03173374613
SR Watson,A Nortje,2,2,2,0,DC,0.03173374613
SR Watson,A Nortje,2,2,3,0,DC,0.03173374613
SR Watson,A Nortje,2,2,4,0,DC,0.03173374613
SR Watson,A Nortje,2,2,5,0,DC,0.03173374613
F du Plessis,A Nortje,2,5,1,0,DC,0.02953586498
SR Watson,A Nortje,2,2,6,0,DC,0.03173374613
F du Plessis,A Nortje,2,5,4,0,DC,0.02953586498
F du Plessis,A Nortje,2,5,3,0,DC,0.02953586498
F du Plessis,A Nortje,2,5,2,0,DC,0.02953586498
MK Pandey,A Nortje,2,2,2,0,DC,0.03024193548
MK Pandey,A Nortje,2,2,1,0,DC,0.03024193548
D Padikkal,A Nortje,2,0,5,1,DC,0.03538175047
AB de Villiers,A Nortje,2,5,2,0,DC,0.03492063492
AB de Villiers,A Nortje,2,5,3,0,DC,0.03492063492
AB de Villiers,A Nortje,2,5,5,1,DC,0.03492063492
D Padikkal,A Nortje,1,5,6,0,DC,0.03538175047
AB de Villiers,A Nortje,2,5,4,0,DC,0.03492063492
D Padikkal,A Nortje,1,5,5,0,DC,0.03538175047
Shubman Gill,A Nortje,2,0,2,0,DC,0.03195739015
Shubman Gill,A Nortje,2,0,1,0,DC,0.03195739015
Shubman Gill,A Nortje,2,0,1,0,DC,0.03195739015
DA Warner,A Nortje,1,0,1,0,DC,0.0295992714
DA Warner,A Nortje,1,0,2,0,DC,0.0295992714
DA Warner,A Nortje,1,0,3,1,DC,0.0295992714
KS Williamson,A Nortje,1,0,5,0,DC,0.02916666667
KS Williamson,A Nortje,1,0,6,0,DC,0.02916666667
KS Williamson,A Nortje,1,2,3,0,DC,0.02916666667
DA Warner,A Nortje,1,0,1,0,DC,0.0295992714
DA Warner,A Nortje,1,0,2,0,DC,0.0295992714
DA Warner,A Nortje,1,3,2,0,DC,0.0295992714
DA Warner,A Nortje,1,3,6,0,DC,0.0295992714
KS Williamson,A Nortje,1,2,1,0,DC,0.02916666667
KS Williamson,A Nortje,1,2,4,0,DC,0.02916666667
DA Warner,A Nortje,1,0,3,0,DC,0.0295992714
KS Williamson,A Nortje,1,0,4,0,DC,0.02916666667
DA Warner,A Nortje,1,3,1,0,DC,0.0295992714
DA Warner,A Nortje,1,3,5,0,DC,0.0295992714
DA Warner,A Nortje,1,3,3,0,DC,0.0295992714
DA Warner,A Nortje,1,3,4,0,DC,0.0295992714
D Padikkal,A Nortje,2,1,6,0,DC,0.03538175047
Ishan Kishan,A Nortje,2,5,6,0,DC,0.02116402116
Q de Kock,A Nortje,2,4,4,0,DC,0.03507404521
MA Agarwal,A Nortje,2,0,4,0,DC,0.04861111111
MA Agarwal,A Nortje,2,0,5,0,DC,0.04861111111
MA Agarwal,A Nortje,2,0,6,0,DC,0.04861111111
MA Agarwal,A Nortje,2,3,6,0,DC,0.04861111111
Q de Kock,A Nortje,2,4,6,0,DC,0.03507404521
Q de Kock,A Nortje,2,4,1,0,DC,0.03507404521
Q de Kock,A Nortje,2,4,2,0,DC,0.03507404521
Q de Kock,A Nortje,2,4,3,0,DC,0.03507404521
Q de Kock,A Nortje,2,4,5,0,DC,0.03507404521
YBK Jaiswal,A Nortje,1,3,2,0,DC,0.04395604396
YBK Jaiswal,A Nortje,1,3,3,0,DC,0.04395604396
YBK Jaiswal,A Nortje,1,3,1,0,DC,0.04395604396
YBK Jaiswal,A Nortje,1,3,6,0,DC,0.04395604396
JM Bairstow,A Nortje,2,3,6,1,DC,0.03285420945
PBB Rajapaksa,A Nortje,2,3,7,0,DC,0.09375
JM Bairstow,A Nortje,2,1,3,0,DC,0.03285420945
JM Bairstow,A Nortje,2,1,6,0,DC,0.03285420945
JM Bairstow,A Nortje,2,3,2,0,DC,0.03285420945
JM Bairstow,A Nortje,2,1,2,0,DC,0.03285420945
JM Bairstow,A Nortje,2,3,1,0,DC,0.03285420945
JM Bairstow,A Nortje,2,3,5,0,DC,0.03285420945
Q de Kock,A Nortje,1,5,1,0,DC,0.03507404521
Q de Kock,A Nortje,1,5,4,0,DC,0.03507404521
Q de Kock,A Nortje,1,5,5,0,DC,0.03507404521
Q de Kock,A Nortje,1,4,1,0,DC,0.03507404521
Q de Kock,A Nortje,2,5,1,0,DC,0.03507404521
Q de Kock,A Nortje,2,5,2,0,DC,0.03507404521
Q de Kock,A Nortje,2,5,4,0,DC,0.03507404521
Q de Kock,A Nortje,1,5,2,0,DC,0.03507404521
Q de Kock,A Nortje,1,5,6,0,DC,0.03507404521
Q de Kock,A Nortje,1,4,2,0,DC,0.03507404521
Q de Kock,A Nortje,2,5,6,0,DC,0.03507404521
Q de Kock,A Nortje,2,5,3,0,DC,0.03507404521
Q de Kock,A Nortje,2,5,5,0,DC,0.03507404521
JC Buttler,A Nortje,2,2,6,1,DC,0.02947845805
JC Buttler,A Nortje,2,2,2,0,DC,0.02947845805
SV Samson,A Nortje,2,4,4,0,DC,0.03793103448
JC Buttler,A Nortje,2,2,4,0,DC,0.02947845805
JC Buttler,A Nortje,2,2,5,0,DC,0.02947845805
JC Buttler,A Nortje,2,2,1,0,DC,0.02947845805
SV Samson,A Nortje,2,3,1,0,DC,0.03793103448
SV Samson,A Nortje,2,3,2,0,DC,0.03793103448
SV Samson,A Nortje,2,3,3,0,DC,0.03793103448
SV Samson,A Nortje,2,3,6,0,DC,0.03793103448
SV Samson,A Nortje,2,1,5,0,DC,0.03793103448
SV Samson,A Nortje,2,3,4,0,DC,0.03793103448
JM Bairstow,A Nortje,1,3,5,0,DC,0.03285420945
JM Bairstow,A Nortje,1,3,6,0,DC,0.03285420945
JM Bairstow,A Nortje,1,5,3,0,DC,0.03285420945
WP Saha,A Nortje,1,0,4,0,DC,0.04672897196
WP Saha,A Nortje,1,0,6,0,DC,0.04672897196
JM Bairstow,A Nortje,1,3,3,0,DC,0.03285420945
JM Bairstow,A Nortje,1,5,1,0,DC,0.03285420945
WP Saha,A Nortje,1,0,5,0,DC,0.04672897196
RD Gaikwad,A Nortje,1,2,7,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,2,2,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,2,5,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,2,1,0,DC,0.03099173554
KS Williamson,A Nortje,2,5,1,0,DC,0.02916666667
KS Williamson,A Nortje,2,5,2,0,DC,0.02916666667
V Kohli,A Nortje,2,0,6,0,DC,0.03296119086
V Kohli,A Nortje,2,2,1,1,DC,0.03296119086
AB de Villiers,A Nortje,2,2,5,0,DC,0.03492063492
AB de Villiers,A Nortje,2,2,7,0,DC,0.03492063492
PK Garg,A Nortje,2,2,3,0,DC,0.05263157895
PK Garg,A Nortje,2,2,4,0,DC,0.05263157895
PK Garg,A Nortje,2,2,6,0,DC,0.05263157895
PK Garg,A Nortje,2,2,5,0,DC,0.05263157895
RG Sharma,A Nortje,1,0,2,0,DC,0.03851540616
RG Sharma,A Nortje,1,0,3,0,DC,0.03851540616
RG Sharma,A Nortje,2,3,2,0,DC,0.03851540616
RG Sharma,A Nortje,2,3,3,0,DC,0.03851540616
RG Sharma,A Nortje,2,3,5,0,DC,0.03851540616
SA Yadav,A Nortje,1,4,5,0,DC,0.02621722846
SA Yadav,A Nortje,1,4,6,0,DC,0.02621722846
Ishan Kishan,A Nortje,2,3,5,0,DC,0.02116402116
RG Sharma,A Nortje,2,1,5,0,DC,0.03851540616
RG Sharma,A Nortje,1,0,5,0,DC,0.03851540616
SA Yadav,A Nortje,1,5,3,0,DC,0.02621722846
RG Sharma,A Nortje,2,1,6,0,DC,0.03851540616
RG Sharma,A Nortje,1,0,4,0,DC,0.03851540616
RG Sharma,A Nortje,2,3,1,0,DC,0.03851540616
RG Sharma,A Nortje,1,0,1,0,DC,0.03851540616
RG Sharma,A Nortje,2,3,4,0,DC,0.03851540616
SA Yadav,A Nortje,1,4,3,0,DC,0.02621722846
SA Yadav,A Nortje,1,4,4,0,DC,0.02621722846
Ishan Kishan,A Nortje,2,3,4,0,DC,0.02116402116
Ishan Kishan,A Nortje,2,3,6,0,DC,0.02116402116
RG Sharma,A Nortje,2,3,6,0,DC,0.03851540616
Ishan Kishan,A Nortje,2,1,2,0,DC,0.02116402116
Ishan Kishan,A Nortje,2,1,4,0,DC,0.02116402116
Ishan Kishan,A Nortje,2,1,6,0,DC,0.02116402116
Q de Kock,A Nortje,1,0,6,0,DC,0.03507404521
Q de Kock,A Nortje,2,1,1,0,DC,0.03507404521
Q de Kock,A Nortje,2,1,3,0,DC,0.03507404521
Q de Kock,A Nortje,2,1,4,0,DC,0.03507404521
Q de Kock,A Nortje,2,1,2,0,DC,0.03507404521
Ishan Kishan,A Nortje,2,1,1,0,DC,0.02116402116
Ishan Kishan,A Nortje,2,1,3,0,DC,0.02116402116
Ishan Kishan,A Nortje,2,1,5,0,DC,0.02116402116
F du Plessis,A Nortje,1,4,2,0,DC,0.02953586498
F du Plessis,A Nortje,1,4,3,0,DC,0.02953586498
F du Plessis,A Nortje,1,4,5,0,DC,0.02953586498
F du Plessis,A Nortje,1,4,4,0,DC,0.02953586498
F du Plessis,A Nortje,1,4,6,0,DC,0.02953586498
F du Plessis,A Nortje,1,4,1,0,DC,0.02953586498
YBK Jaiswal,A Nortje,2,1,1,1,DC,0.04395604396
DA Miller,A Nortje,2,1,2,0,DC,0.07070707071
DA Miller,A Nortje,2,1,3,0,DC,0.07070707071
BA Stokes,A Nortje,2,4,1,0,DC,0.05405405405
BA Stokes,A Nortje,2,4,2,0,DC,0.05405405405
BA Stokes,A Nortje,2,4,5,0,DC,0.05405405405
DA Miller,A Nortje,2,1,4,0,DC,0.07070707071
DA Miller,A Nortje,2,3,5,0,DC,0.07070707071
BA Stokes,A Nortje,2,4,3,0,DC,0.05405405405
BA Stokes,A Nortje,2,4,6,0,DC,0.05405405405
DA Miller,A Nortje,2,1,6,0,DC,0.07070707071
V Kohli,A Nortje,2,0,2,0,DC,0.03296119086
V Kohli,A Nortje,2,0,3,0,DC,0.03296119086
AJ Finch,A Nortje,2,1,2,0,DC,0.04842615012
AJ Finch,A Nortje,2,1,3,0,DC,0.04842615012
AJ Finch,A Nortje,2,1,7,0,DC,0.04842615012
JR Philippe,A Nortje,1,3,5,0,DC,0.0350877193
V Kohli,A Nortje,1,5,1,0,DC,0.03296119086
V Kohli,A Nortje,1,5,2,0,DC,0.03296119086
V Kohli,A Nortje,2,0,4,0,DC,0.03296119086
AJ Finch,A Nortje,2,1,5,0,DC,0.04842615012
JR Philippe,A Nortje,1,3,1,0,DC,0.0350877193
JR Philippe,A Nortje,1,3,6,0,DC,0.0350877193
V Kohli,A Nortje,1,5,4,0,DC,0.03296119086
V Kohli,A Nortje,2,0,1,0,DC,0.03296119086
AJ Finch,A Nortje,2,1,4,0,DC,0.04842615012
AJ Finch,A Nortje,2,1,1,0,DC,0.04842615012
V Kohli,A Nortje,1,5,3,0,DC,0.03296119086
YBK Jaiswal,A Nortje,1,1,3,0,DC,0.04395604396
YBK Jaiswal,A Nortje,1,1,4,0,DC,0.04395604396
YBK Jaiswal,A Nortje,1,1,5,0,DC,0.04395604396
YBK Jaiswal,A Nortje,1,1,6,0,DC,0.04395604396
YBK Jaiswal,A Nortje,2,1,3,0,DC,0.04395604396
YBK Jaiswal,A Nortje,2,1,4,0,DC,0.04395604396
YBK Jaiswal,A Nortje,2,1,5,0,DC,0.04395604396
YBK Jaiswal,A Nortje,2,1,6,0,DC,0.04395604396
BA Stokes,A Nortje,2,2,3,0,DC,0.05405405405
KL Rahul,A Nortje,2,0,1,0,DC,0.02218821729
KL Rahul,A Nortje,2,0,2,0,DC,0.02218821729
KL Rahul,A Nortje,2,3,1,0,DC,0.02218821729
KL Rahul,A Nortje,2,3,3,0,DC,0.02218821729
KL Rahul,A Nortje,2,0,3,0,DC,0.02218821729
KL Rahul,A Nortje,2,3,5,0,DC,0.02218821729
KL Rahul,A Nortje,2,3,2,0,DC,0.02218821729
KL Rahul,A Nortje,2,3,4,0,DC,0.02218821729
F du Plessis,A Nortje,2,0,4,1,DC,0.02953586498
RV Uthappa,A Nortje,2,2,1,0,DC,0.03830288745
RV Uthappa,A Nortje,2,2,5,0,DC,0.03830288745
RV Uthappa,A Nortje,2,2,6,0,DC,0.03830288745
RV Uthappa,A Nortje,1,4,2,0,DC,0.03830288745
DP Conway,A Nortje,1,2,4,0,DC,0.03947368421
DP Conway,A Nortje,1,2,6,0,DC,0.03947368421
F du Plessis,A Nortje,2,0,2,0,DC,0.02953586498
RV Uthappa,A Nortje,2,0,6,0,DC,0.03830288745
RV Uthappa,A Nortje,2,2,3,0,DC,0.03830288745
RV Uthappa,A Nortje,1,4,3,0,DC,0.03830288745
RV Uthappa,A Nortje,2,2,2,0,DC,0.03830288745
RV Uthappa,A Nortje,1,4,1,0,DC,0.03830288745
DP Conway,A Nortje,1,2,3,0,DC,0.03947368421
RV Uthappa,A Nortje,2,0,5,0,DC,0.03830288745
RD Gaikwad,A Nortje,1,4,4,1,DC,0.03099173554
RD Gaikwad,A Nortje,2,2,4,0,DC,0.03099173554
S Dhawan,A Nortje,2,1,4,0,DC,0.03237951807
S Dhawan,A Nortje,2,3,3,0,DC,0.03237951807
DA Warner,A Nortje,1,3,1,0,DC,0.0295992714
S Dhawan,A Nortje,2,1,1,0,DC,0.03237951807
S Dhawan,A Nortje,2,1,5,0,DC,0.03237951807
S Dhawan,A Nortje,2,3,4,0,DC,0.03237951807
DA Warner,A Nortje,1,3,2,0,DC,0.0295992714
DA Warner,A Nortje,1,3,4,0,DC,0.0295992714
DA Warner,A Nortje,1,5,2,0,DC,0.0295992714
DA Warner,A Nortje,1,5,6,0,DC,0.0295992714
DA Warner,A Nortje,1,5,5,0,DC,0.0295992714
DA Warner,A Nortje,1,5,4,0,DC,0.0295992714
D Padikkal,A Nortje,1,3,3,0,DC,0.03538175047
D Padikkal,A Nortje,1,3,4,0,DC,0.03538175047
D Padikkal,A Nortje,1,3,2,0,DC,0.03538175047
KS Williamson,A Nortje,2,2,2,0,DC,0.02916666667
KS Williamson,A Nortje,2,2,4,0,DC,0.02916666667
KS Williamson,A Nortje,2,2,5,0,DC,0.02916666667
KS Williamson,A Nortje,2,4,2,1,DC,0.02916666667
AK Markram,A Nortje,2,4,3,0,DC,0
AK Markram,A Nortje,2,4,4,0,DC,0
AK Markram,A Nortje,2,4,5,0,DC,0
AK Markram,A Nortje,2,4,6,0,DC,0
N Rana,A Nortje,1,5,3,0,DC,0.03125
KS Williamson,A Nortje,2,2,3,0,DC,0.02916666667
R Ashwin,A Nortje,1,3,4,0,DC,0.07142857143
JC Buttler,A Nortje,1,1,2,0,DC,0.02947845805
R Ashwin,A Nortje,1,3,5,0,DC,0.07142857143
JC Buttler,A Nortje,2,1,2,0,DC,0.02947845805
JC Buttler,A Nortje,2,1,1,0,DC,0.02947845805
JC Buttler,A Nortje,1,1,1,0,DC,0.02947845805
RD Gaikwad,A Nortje,1,0,1,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,2,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,3,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,4,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,7,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,8,0,DC,0.03099173554
M Vijay,A Nortje,2,5,5,0,DC,0.03672316384
M Vijay,A Nortje,2,5,6,0,DC,0.03672316384
M Vijay,A Nortje,2,5,7,1,DC,0.03672316384
RD Gaikwad,A Nortje,2,0,1,0,DC,0.03099173554
RD Gaikwad,A Nortje,2,0,3,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,5,0,DC,0.03099173554
RD Gaikwad,A Nortje,1,0,6,0,DC,0.03099173554
RG Sharma,A Nortje,2,5,1,0,DC,0.03851540616
RG Sharma,A Nortje,2,5,2,1,DC,0.03851540616
D Brevis,A Nortje,2,5,3,0,DC,0.04166666667
D Brevis,A Nortje,2,5,4,0,DC,0.04166666667
Q de Kock,A Nortje,2,3,1,0,DC,0.03507404521
D Brevis,A Nortje,2,5,5,0,DC,0.04166666667
Q de Kock,A Nortje,2,3,3,0,DC,0.03507404521
Q de Kock,A Nortje,2,3,2,0,DC,0.03507404521
VR Iyer,A Nortje,2,0,3,0,DC,0.03703703704
VR Iyer,A Nortje,2,0,4,0,DC,0.03703703704
VR Iyer,A Nortje,2,0,5,0,DC,0.03703703704
VR Iyer,A Nortje,2,0,2,0,DC,0.03703703704
VR Iyer,A Nortje,2,0,3,0,DC,0.03703703704
VR Iyer,A Nortje,2,0,6,0,DC,0.03703703704
SP Narine,A Nortje,2,1,1,0,DC,0.085
SP Narine,A Nortje,2,1,2,1,DC,0.085
N Rana,A Nortje,2,1,3,0,DC,0.03125
N Rana,A Nortje,2,1,6,0,DC,0.03125
N Rana,A Nortje,2,3,3,0,DC,0.03125
N Rana,A Nortje,1,1,1,0,DC,0.03125
VR Iyer,A Nortje,2,0,6,0,DC,0.03703703704
N Rana,A Nortje,1,1,2,0,DC,0.03125
N Rana,A Nortje,1,1,4,0,DC,0.03125
N Rana,A Nortje,2,1,4,0,DC,0.03125
VR Iyer,A Nortje,2,0,4,0,DC,0.03703703704
VR Iyer,A Nortje,2,0,5,0,DC,0.03703703704
WP Saha,A Nortje,1,2,5,0,DC,0.04672897196
WP Saha,A Nortje,1,2,6,0,DC,0.04672897196
JO Holder,A Nortje,2,5,3,0,DC,0.05555555556
JO Holder,A Nortje,2,5,4,0,DC,0.05555555556
JO Holder,A Nortje,2,5,6,0,DC,0.05555555556
RA Tripathi,A Nortje,2,2,1,0,DC,0.0406360424
RA Tripathi,A Nortje,2,2,6,0,DC,0.0406360424
RA Tripathi,A Nortje,2,4,1,0,DC,0.0406360424
WP Saha,A Nortje,1,2,2,0,DC,0.04672897196
JO Holder,A Nortje,2,5,5,0,DC,0.05555555556
KS Bharat,A Nortje,2,2,2,0,DC,0.03278688525
KS Bharat,A Nortje,2,2,3,0,DC,0.03278688525
KS Bharat,A Nortje,2,2,4,0,DC,0.03278688525
KS Bharat,A Nortje,2,2,6,0,DC,0.03278688525
V Kohli,A Nortje,2,5,1,0,DC,0.03296119086
YK Pathan,A Zampa,2,4,6,0,RR,0.046875
YK Pathan,A Zampa,2,4,7,0,RR,0.046875
YK Pathan,A Zampa,2,4,4,0,RR,0.046875
MK Pandey,A Zampa,2,4,1,0,RR,0.03024193548
MK Pandey,A Zampa,2,4,2,0,RR,0.03024193548
MK Pandey,A Zampa,2,4,3,0,RR,0.03024193548
MK Pandey,A Zampa,2,4,5,0,RR,0.03024193548
SA Yadav,AD Russell,1,0,1,0,KKR,0.02621722846
SA Yadav,AD Russell,1,0,2,0,KKR,0.02621722846
SA Yadav,AD Russell,1,0,3,0,KKR,0.02621722846
SA Yadav,AD Russell,1,0,5,0,KKR,0.02621722846
SA Yadav,AD Russell,1,0,6,0,KKR,0.02621722846
SA Yadav,AD Russell,1,0,4,0,KKR,0.02621722846
SW Billings,AD Russell,1,5,6,0,KKR,0.04
MA Agarwal,AD Russell,1,4,6,1,KKR,0.04861111111
KL Rahul,AD Russell,2,5,6,0,KKR,0.02218821729
SV Samson,AD Russell,1,2,4,0,KKR,0.03793103448
MA Agarwal,AD Russell,1,4,1,0,KKR,0.04861111111
SV Samson,AD Russell,1,4,7,0,KKR,0.03793103448
MP Stoinis,AD Russell,2,0,2,0,KKR,0.04081632653
MP Stoinis,AD Russell,2,0,3,0,KKR,0.04081632653
MP Stoinis,AD Russell,2,0,4,1,KKR,0.04081632653
M Vohra,AD Russell,2,0,5,0,KKR,0.04504504505
M Vohra,AD Russell,2,0,6,0,KKR,0.04504504505
M Vohra,AD Russell,2,0,7,0,KKR,0.04504504505
M Vohra,AD Russell,2,2,1,0,KKR,0.04504504505
M Vohra,AD Russell,2,2,2,0,KKR,0.04504504505
M Vohra,AD Russell,2,2,6,1,KKR,0.04504504505
M Vohra,AD Russell,1,1,3,0,KKR,0.04504504505
M Vohra,AD Russell,1,1,6,0,KKR,0.04504504505
MEK Hussey,AD Russell,1,2,1,0,KKR,0.02402022756
MEK Hussey,AD Russell,1,2,2,0,KKR,0.02402022756
MEK Hussey,AD Russell,1,2,3,0,KKR,0.02402022756
MEK Hussey,AD Russell,1,4,6,0,KKR,0.02402022756
M Vohra,AD Russell,1,1,1,0,KKR,0.04504504505
MEK Hussey,AD Russell,1,2,4,0,KKR,0.02402022756
M Vohra,AD Russell,1,1,4,0,KKR,0.04504504505
MEK Hussey,AD Russell,1,4,1,0,KKR,0.02402022756
M Vohra,AD Russell,1,1,5,0,KKR,0.04504504505
M Vijay,AD Russell,2,2,3,0,KKR,0.03672316384
M Vijay,AD Russell,2,2,4,0,KKR,0.03672316384
M Vijay,AD Russell,2,2,5,0,KKR,0.03672316384
M Vijay,AD Russell,1,1,2,0,KKR,0.03672316384
SS Iyer,AD Russell,2,3,3,0,KKR,0.03094059406
SS Iyer,AD Russell,2,3,4,0,KKR,0.03094059406
SS Iyer,AD Russell,2,3,5,0,KKR,0.03094059406
SS Iyer,AD Russell,2,5,6,0,KKR,0.03094059406
SS Iyer,AD Russell,2,3,6,0,KKR,0.03094059406
SS Iyer,AD Russell,2,5,1,0,KKR,0.03094059406
GJ Maxwell,AD Russell,2,3,6,0,KKR,0.06319702602
GJ Maxwell,AD Russell,2,3,7,0,KKR,0.06319702602
MA Agarwal,AD Russell,2,4,6,0,KKR,0.04861111111
S Dhawan,AD Russell,2,3,3,0,KKR,0.03237951807
S Dhawan,AD Russell,2,3,5,0,KKR,0.03237951807
S Dhawan,AD Russell,2,5,2,0,KKR,0.03237951807
PP Shaw,AD Russell,2,3,1,0,KKR,0.04955527319
PP Shaw,AD Russell,2,5,4,0,KKR,0.04955527319
G Gambhir,AD Russell,2,1,1,0,KKR,0.03444730077
Q de Kock,AD Russell,1,0,1,0,KKR,0.03507404521
MK Tiwary,AD Russell,2,3,4,0,KKR,0.04310344828
MK Tiwary,AD Russell,2,3,5,0,KKR,0.04310344828
MK Tiwary,AD Russell,2,3,6,0,KKR,0.04310344828
MK Tiwary,AD Russell,2,5,5,0,KKR,0.04310344828
MK Tiwary,AD Russell,1,5,5,0,KKR,0.04310344828
S Dhawan,AD Russell,2,3,6,0,KKR,0.03237951807
S Dhawan,AD Russell,2,5,3,0,KKR,0.03237951807
PP Shaw,AD Russell,2,3,2,0,KKR,0.04955527319
PP Shaw,AD Russell,2,5,5,0,KKR,0.04955527319
G Gambhir,AD Russell,2,1,3,0,KKR,0.03444730077
Q de Kock,AD Russell,1,0,2,0,KKR,0.03507404521
MA Agarwal,AD Russell,1,2,3,0,KKR,0.04861111111
MK Tiwary,AD Russell,2,3,7,0,KKR,0.04310344828
MK Tiwary,AD Russell,2,5,6,0,KKR,0.04310344828
MK Tiwary,AD Russell,1,5,2,0,KKR,0.04310344828
MK Tiwary,AD Russell,1,5,6,0,KKR,0.04310344828
S Dhawan,AD Russell,2,3,1,0,KKR,0.03237951807
S Dhawan,AD Russell,2,3,2,0,KKR,0.03237951807
S Dhawan,AD Russell,2,3,4,0,KKR,0.03237951807
PP Shaw,AD Russell,2,5,2,0,KKR,0.04955527319
G Gambhir,AD Russell,2,1,2,0,KKR,0.03444730077
PP Shaw,AD Russell,2,5,3,0,KKR,0.04955527319
CH Gayle,AD Russell,2,0,1,0,KKR,0.03565640194
CH Gayle,AD Russell,2,0,2,0,KKR,0.03565640194
CH Gayle,AD Russell,2,0,6,0,KKR,0.03565640194
CH Gayle,AD Russell,2,2,4,0,KKR,0.03565640194
KL Rahul,AD Russell,1,2,5,0,KKR,0.02218821729
KL Rahul,AD Russell,1,2,6,0,KKR,0.02218821729
KL Rahul,AD Russell,1,2,7,0,KKR,0.02218821729
CH Gayle,AD Russell,1,5,1,0,KKR,0.03565640194
CH Gayle,AD Russell,1,5,5,0,KKR,0.03565640194
CH Gayle,AD Russell,1,5,6,0,KKR,0.03565640194
CH Gayle,AD Russell,1,5,7,0,KKR,0.03565640194
CH Gayle,AD Russell,2,0,3,0,KKR,0.03565640194
KL Rahul,AD Russell,1,2,2,0,KKR,0.02218821729
KL Rahul,AD Russell,1,4,1,0,KKR,0.02218821729
KL Rahul,AD Russell,1,4,4,0,KKR,0.02218821729
CH Gayle,AD Russell,1,5,2,0,KKR,0.03565640194
KL Rahul,AD Russell,1,4,3,0,KKR,0.02218821729
CH Gayle,AD Russell,2,2,5,0,KKR,0.03565640194
CH Gayle,AD Russell,2,2,6,0,KKR,0.03565640194
S Dhawan,AD Russell,1,3,1,0,KKR,0.03237951807
S Dhawan,AD Russell,1,3,3,0,KKR,0.03237951807
S Dhawan,AD Russell,2,1,4,0,KKR,0.03237951807
S Dhawan,AD Russell,2,1,6,0,KKR,0.03237951807
S Dhawan,AD Russell,1,3,5,0,KKR,0.03237951807
S Dhawan,AD Russell,2,1,1,0,KKR,0.03237951807
S Dhawan,AD Russell,1,3,2,0,KKR,0.03237951807
S Dhawan,AD Russell,1,3,4,0,KKR,0.03237951807
S Dhawan,AD Russell,2,1,5,0,KKR,0.03237951807
D Padikkal,AD Russell,1,5,3,0,KKR,0.03538175047
V Kohli,AD Russell,2,2,1,0,KKR,0.03296119086
KL Rahul,AD Russell,1,0,1,0,KKR,0.02218821729
V Kohli,AD Russell,1,5,3,0,KKR,0.03296119086
MA Agarwal,AD Russell,2,4,1,0,KKR,0.04861111111
KL Rahul,AD Russell,2,3,1,0,KKR,0.02218821729
KL Rahul,AD Russell,2,3,4,0,KKR,0.02218821729
KL Rahul,AD Russell,2,1,3,0,KKR,0.02218821729
KL Rahul,AD Russell,2,3,3,0,KKR,0.02218821729
V Kohli,AD Russell,2,0,5,0,KKR,0.03296119086
V Kohli,AD Russell,2,2,3,0,KKR,0.03296119086
KL Rahul,AD Russell,1,0,2,0,KKR,0.02218821729
V Kohli,AD Russell,1,5,4,0,KKR,0.03296119086
KL Rahul,AD Russell,2,1,1,0,KKR,0.02218821729
KL Rahul,AD Russell,2,1,2,0,KKR,0.02218821729
V Kohli,AD Russell,2,0,4,0,KKR,0.03296119086
V Kohli,AD Russell,2,2,2,0,KKR,0.03296119086
BB McCullum,AD Russell,2,0,3,0,KKR,0.04538341158
BB McCullum,AD Russell,2,0,4,0,KKR,0.04538341158
BB McCullum,AD Russell,2,0,5,0,KKR,0.04538341158
BB McCullum,AD Russell,2,0,6,0,KKR,0.04538341158
BB McCullum,AD Russell,2,3,3,0,KKR,0.04538341158
CH Gayle,AD Russell,2,3,5,0,KKR,0.03565640194
CH Gayle,AD Russell,2,3,6,0,KKR,0.03565640194
